Фото,Камень,Номер,Адрес,Огранка,Кол-во,Вес ct,Длина,Ширин,Глубин,Цена $ за  ct
,изумруд,1,больш,фантазийная,1,12.89,15.0,20.7,7.2,3000
,изумруд,2,больш,фантазийная,1,9.95,17.5,9.5,8.5,600
,изумруд,7,больш,фантазийная,1,12.92,16.5,13.5,,420
,изумруд,8,11,октагон,1,4.76,11.2,7.8,,160
,изумруд,10,больш,октагон,1,13.39,18.8,9.5,,320
,изумруд,11,больш,октагон,1,5.23,15.9,7.0,,360
,шпинель (лаб),95,5,круг,3,4.11,"8,9 5,4",,"5    3,1",200 за лот 
,александрит (лаб),96,21,фантазийная,3,13.64,10.7,7.6,6.4,300 за лот
,александрит,98,5,овал,1,9.11,18.0,9.9,6.7,180
,александрит,99,5,овал,1,9.07,17.1,10.1,6.8,180
,изумруд,1'1,11,октагон,1,1.13,7.0,5.0,4.2,200
,изумруд,1'10,18,багет,1,1.38,8.7,4.7,4.4,150
,изумруд,1'2,18,октагон,1,1.03,8.3,4.8,3.1,350
,изумруд,1'3,11,октагон,1,2.10,9.0,5.9,5.5,300
,изумруд,1'4,18,багет,1,3.31,12.0,6.0,5.4,480
,изумруд,1'5,18,октагон,1,2.48,13.5,5.1,4.2,200
,изумруд,1'6,18,октагон,1,2.00,11.5,4.6,4.6,220
,изумруд,1'7,18,октагон,1,1.77,11.1,4.8,4.3,220
,изумруд,1'8,18,багет,1,1.39,8.8,4.6,4.5,120
,изумруд,1'9,18,багет,1,1.00,9.8,4.3,2.6,90
,изумруд,2'1,18,багет,1,0.91,8.6,3.8,3.2,450
,изумруд,2'10,18,принцесса,1,0.74,4.8,4.8,4.2,80
,изумруд,2'2,18,багет,1,1.14,6.7,5.1,4.8,380
,изумруд,2'3,18,ашер,1,1.10,5.3,5.5,5.4,260
,изумруд,2'4,18,багет,1,1.52,8.10,5.0,4.8,150
,изумруд,2'5,18,багет,1,1.03,8.1,5.7,3.3,100
,изумруд,2'6,18,багет,1,1.05,6.5,4.8,4.4,380
,изумруд,2'7,18,принцесса,1,1.05,5.2,5.5,4.3,260
,изумруд,2'8,18,фантазийная,1,0.52,5.6,4.5,3.8,220
,изумруд,2'9,18,багет,1,0.38,5.4,3.6,2.2,180
,изумруд,3'1,18,багет,1,0.78,5.5,4.9,3.8,450
,изумруд,3'10,18,фантазийная,1,2.55,11.8,6.4,4.6,700
,изумруд,3'2,18,багет,1,0.25,4.7,3.2,2.4,200
,изумруд,3'3,4,багет,1,0.35,5.2,3.1,2.4,150
,изумруд,3'4,18,багет,1,0.47,5.2,3.6,3.1,280
,изумруд,3'5,18,принцесса,1,0.74,5.0,4.8,4.1,250
,изумруд,3'6,14,багет,1,1.06,7.6,4.1,4.2,300
,изумруд,3'7,18,багет,1,0.79,6.0,4.4,3.8,220
,изумруд,3'8,18,багет,1,0.83,8.6,4.0,2.7,140
,изумруд,3'9,18,ромб,1,1.91,11.3,7.5,5.6,150
,изумруд,4'1,18,багет,1,0.93,7.7,4.3,3.5,450
,изумруд,4'10,18,ромб,1,0.55,7.0,5.0,3.9,80
,изумруд,4'2,18,октагон,1,0.52,5.0,4.4,3.6,160
,изумруд,4'3,18,багет,1,1.34,7.0,5.0,4.9,350
,изумруд,4'4,18,октагон,1,0.48,4.6,4.0,3.0,350
,изумруд,4'5,18,ашер,1,0.77,5.0,5.0,4.6,400
,изумруд,4'6,18,багет,1,1.78,8.9,5.1,4.8,90
,изумруд,4'7,18,октагон,1,1.82,7.3,6.7,5.5,100
,изумруд,4'8,18,багет,1,1.65,6.0,5.1,4.9,220
,изумруд,4'9,18,трапеция,1,3.75,4.7,9.1,5.0,15
,изумруд,5'1,13,круг,1,1.04,6.2,,5.0,250
,изумруд,5'10,18,треугольник,1,2.70,10.2,9.6,3.9,15
,изумруд,5'2,18,круг,1,1.33,6.8,,5.5,20
,изумруд,5'3,13,круг,1,0.48,4.6,,3.6,120
,изумруд,5'4,18,круг,1,0.52,5.1,,4.1,180
,изумруд,5'6,18,фантазийная,1,0.58,5.6,6.1,3.4,15
,изумруд,5'7,10,фантазийная,1,2.04,13.7,6.0,4.2,80
,изумруд,5'8,10,фантазийная,1,2.07,11.6,6.3,4.4,70
,изумруд,5'9,10,фантазийная,1,1.68,10.0,5.7,4.8,200
,изумруд,6'1,14,октагон,1,1.02,6.2,5.8,3.6,180
,изумруд,6'10,11,багет,1,0.64,6.0,4.1,3.0,80
,изумруд,6'3,15,багет,1,0.39,4.9,3.5,3.0,15
,изумруд,6'5,14,багет,1,0.50,5.1,3.4,3.5,120
,изумруд,6'6,11,багет,1,0.95,6.5,4.5,4.3,20
,изумруд,6'7,14,багет,1,0.33,5.5,3.0,2.2,200
,изумруд,6'8,14,багет,1,0.58,7.3,3.3,3.1,180
,изумруд,6'9,14,багет,1,0.63,5.4,4.0,3.3,180
,изумруд,7'1,14,принцесса,1,0.54,4.4,4.2,2.8,250
,изумруд,7'10,14,принцесса,1,0.25,3.7,3.3,2.5,120
,изумруд,7'2,11,октагон,1,0.46,5.9,3.9,2.5,200
,изумруд,7'3,11,октагон,1,0.99,6.1,5.2,4.5,50
,изумруд,7'4,15,фантазийная,1,0.92,9.2,4.0,3.5,150
,изумруд,7'6,14,принцесса,1,0.40,4.0,4.0,3.5,120
,изумруд,7'7,14,октагон,1,0.40,5.7,3.7,2.4,250
,изумруд,7'8,14,багет,1,0.71,6.5,4.3,3.1,180
,изумруд,7'9,4,багет,1,0.36,6.0,2.7,2.4,140
,изумруд,8'1,15,принцесса,1,0.28,4.1,3.8,2.5,50
,изумруд,8'10,15,багет,1,0.87,5.2,4.7,4.7,20
,изумруд,8'3,12,треугольник,1,0.36,5.8,5.0,3.0,60
,изумруд,8'4,14,принцесса,1,0.25,3.6,3.6,2.5,180
,изумруд,8'5,14,багет,1,0.30,5.0,3.0,2.6,200
,изумруд,8'6,14,круг,1,0.29,4.6,,2.3,120
,изумруд,8'7,14,багет,1,0.46,7.4,3.5,2.4,120
,изумруд,8'8,15,треугольник,1,0.28,6.1,4.8,2.5,100
,изумруд,8'9,14,багет,1,0.35,5.2,3.2,2.7,180
,изумруд,9'1,15,круг,1,0.64,5.8,,3.5,15
,изумруд,9'2,15,круг,1,0.56,5.5,,3.5,20
,изумруд,9'3,14,багет,1,0.27,4.4,3.0,2.8,250
,изумруд,9'4,14,багет,1,0.30,4.7,3.0,2.6,160
,изумруд,9'5,18,принцесса,1,0.27,3.6,3.6,2.8,150
,изумруд,9'6,15,багет,1,0.40,4.2,3.7,3.3,50
,изумруд,9'9,13,круг,7,1.29,3.6,,,350
,изумруд,А0,витрина,капля,1,1.04,,,,220
,изумруд,А1,больш,октагон,1,8.34,15.2,10.5,,1600
,,А10,,,,,,,,220
,изумруд,А11,4,ашер,1,1.63,7.3,6.7,5.1,100
,изумруд,А12,9,октагон,1,1.62,8.4,5.6,4.9,140
,изумруд,А13,11,октагон,1,1.50,8.2,6.2,4.2,100
,изумруд,А14,11,багет,1,1.32,8.0,5.2,4.0,90
,изумруд,А15,14,багет,1,1.15,6.5,5.7,4.1,120
,изумруд,А16,9,октагон,2,3.06,7.9,5.8,4.4,150
,изумруд,А17,9,октагон,1,1.01,8.0,5.6,3.0,220
,изумруд,А18,11,октагон,1,0.90,6.8,4.8,3.4,150
,изумруд,А19,11,октагон,1,0.90,6.3,4.7,4.1,200
,изумруд,А2 ,9,октагон,1,3.65,9.3,8.0,7.0,450
,изумруд,А20,14,октагон,1,0.87,6.9,4.9,3.2,180
,изумруд,А21,15,багет,1,1.35,7.2,5.3,4.5,20
,изумруд,А22,9,октагон,2,2.52,7.8,5.8,3.6,140
,,А23,раб,октагон,2,2.18,"7,8\7,9","6\5,95","2,8\2,78",160
,изумруд,А25,15,багет,1,2.38,9.4,6.5,4.9,20
,изумруд,А26,11,октагон,1,1.58,8.1,5.9,4.1,100
,изумруд,А27,14,багет,1,0.74,6.1,5.2,2.8,50
,изумруд,А28,9,багет,1,1.90,8.0,6.9,4.2,300
,изумруд,А29,9,октагон,1,2.96,9.9,6.5,6.1,150
,изумруд,А3,13,круг,1,0.55,5.5,,3.6,180
,изумруд,А30,14,октагон,1,2.20,11.9,5.2,4.5,160
,изумруд,А31,11,октагон,1,1.31,7.7,5.7,4.2,200
,изумруд,А33,11,октагон,1,1.64,7.9,5.9,4.0,200
,изумруд,А34,9,багет,1,2.04,7.8,7.6,,120
,изумруд,А35,11,октагон,1,1.98,9.8,6.5,4.1,200
,изумруд,А36,4,октагон,1,1.20,7.9,5.9,4.1,100
,изумруд,А37,18,октагон,1,0.87,6.6,4.8,3.3,90
,изумруд,А38,14,багет,1,0.93,7.3,3.2,3.1,180
,изумруд,А39,9,багет,1,0.69,6.0,4.1,3.6,400
,изумруд,А4 ,9,октагон,1,4.25,9.8,9.0,6.5,200
,изумруд,А40,9,октагон,1,2.46,7.7,7.3,6.4,240
,изумруд,А41,9,октагон,2,1.89,6.9,4.7,3.6,180
,изумруд,А42,11,октагон,1,1.45,8.0,5.9,3.9,100
,изумруд,А43,4,багет,1,2.22,14.3,4.9,3.5,40
,изумруд,А44,14,багет,1,0.40,5.5,3.2,3.0,100
,изумруд,А45,11,багет,1,0.93,6.9,4.4,3.9,20
,изумруд,А46,4,принцесса,1,0.35,4.0,4.1,3.0,100
,изумруд,А48,4,овал,1,1.36,9.4,6.3,5.3,40
,изумруд,А5,14,октагон,1,3.43,11.1,7.6,5.3,200
,изумруд,А50,14,октагон,1,0.74,6.9,5.0,2.4,400
,изумруд,А51,14,круг,1,0.34,4.6,,2.8,120
,изумруд,А52,15,круг,1,0.29,4.3,,2.8,50
,изумруд,А54,14,круг,1,0.40,4.6,,3.5,140
,изумруд,А55,14,октагон,1,2.00,8.2,6.0,5.1,160
,изумруд,А56,16,капля,2,0.61,5.8,3.8,,250
,изумруд,А57,9,ашер,2,1.39,5.5,5.5,3.6,200
,изумруд,А58,11,багет,1,0.60,5.3,4.1,3.4,200
,изумруд,А59,14,багет,1,0.80,6.0,4.5,4.0,150
,изумруд,А6,14,октагон,1,0.47,5.3,3.7,3.3,220
,изумруд,А60,4,багет,1,0.49,4.7,3.8,3.6,50
,изумруд,А61,9,багет,1,0.38,6.4,3.0,2.4,250
,изумруд,А62,4,багет,1,0.50,5.4,3.6,3.2,50
,изумруд,А63,12,капля,1,1.18,8.0,6.2,4.5,320
,изумруд,А64,16,капля,2,1.28,7.0,4.7,,250
,изумруд,А65,16,капля,2,0.77,5.9,3.8,,250
,изумруд,А66,16,капля,2,1.83,7.8,6.0,,320
,,А67,раб,капля,1,0.97,8.0,5.9,3.5,230
,изумруд,А68,16,капля,2,1.92,8.0,5.9,,380
,изумруд,А69,12,капля,2,1.50,8.1,5.8,3.1,160
,изумруд,А7 ,9,октагон,1,2.22,8.7,7.4,4.8,230
,изумруд,А70,11,овал,1,0.98,7.6,5.8,4.1,220
,изумруд,А71,9,багет,1,0.58,7.2,3.4,2.9,200
,изумруд,А72,20,сердце,1,0.74,6.3,6.6,,180
,изумруд,А73,13,круг,1,0.82,5.6,3.9,,250
,изумруд,А74,13,круг,1,0.62,5.5,,,250
,изумруд,А75,9,ашер,2,1.32,4.9,4.8,,200
,изумруд,А76,10,маркиз,1,1.14,10.8,5.4,3.5,360
,изумруд,А77,13,круг,1,1.12,7.3,,,240
,изумруд,А78,13,круг,1,0.56,5.9,,,360
,изумруд,А79,13,круг,1,0.67,6.0,,,350
,изумруд,А8,9,октагон,1,2.09,12.4,5.0,4.2,180
,изумруд,А80,13,круг,3,2.94,"7,4   7,2   6,8",,,440
,изумруд,А81,13,круг,3,2.18,"6,7   6,2   6,1",,,380
,изумруд,А82,13,круг,3,2.85,"7,5   6,7   6,6",,,400
,изумруд,А83,13,круг,1,1.13,7.1,,3.3,130
,изумруд,А84,16,капля,2,0.89,5.9,4.0,,280
,изумруд,А85,12,капля,2,0.89,6.0,3.9,3.1,300
,изумруд,А86,14,багет,1,0.30,4.9,3.1,2.4,120
,изумруд,А87,14,багет,1,0.39,4.3,3.7,3.2,120
,изумруд,А88,11,багет,1,0.48,4.4,4.1,3.5,40
,изумруд,А89,16,капля,2,1.32,7.0,5.0,,280
,изумруд,А9 ,18,октагон,1,4.28,12.0,6.6,6.7,1200
,изумруд,А90,16,капля,2,1.10,6.9,5.0,,280
,изумруд,А91,12,капля,1,0.65,6.9,5.0,3.2,260
,,А92,раб,капля,2,1.04,"7\6,9","5\4,7","2,8-2,9",200
,изумруд,А93,16,капля,2,1.33,7.0,5.0,,200
,изумруд,А94,16,капля,2,0.98,6.8,4.8,,250
,изумруд,А95,9,октагон,2,1.75,7.0,4.9,3.2,150
,изумруд,А96,16,капля,2,1.56,7.8,5.7,,260
,изумруд,А97,12,капля,2,1.10,7.0,5.0,2.4,180
,изумруд,А98,16,капля,2,1.20,7.0,4.9,,180
,изумруд,А99,16,капля,2,1.28,7.0,4.9,,260
,изумруд,Б1,4,овал,1,7.38,,,,10
,изумруд,Б10,4,овал,1,3.89,,,,10
,изумруд,Б11,4,фантазийная,1,1.78,,,,10
,изумруд,Б2,4,овал,1,9.99,,,,30
,изумруд,Б3,4,гексагон,1,7.66,,,,30
,изумруд,Б4,4,гексагон,1,7.44,,,,10
,изумруд,Б5,4,круг,1,3.84,,,,30
,изумруд,Б6,4,гексагон,1,6.43,,,,20
,изумруд,Б8,4,овал,1,4.57,,,,10
,гранат\ родолит,Г100,6,круг,7,2.10,3.7,,,50
,гранат\ родолит,Г101,6,круг,1,0.61,5.2,,3.1,70
,гранат\ родолит,Г102,6,круг,1,0.64,4.8,,3.4,80
,гранат\родолит,Г11,3,овал,9,4.28,5.0,4.0,,100
,гранат\ родолит,Г111,21,круг,20,2.69,2.9,,,50
,гранат\ родолит,Г113,6,круг,20,2.84,3.0,,,50
,гранат\ родолит,Г115,6,круг,16,2.63,3.1,,,50
,гранат\ родолит,Г116,6,круг,16,2.77,3.2,,,50
,гранат\ родолит,Г118,6,круг,16,3.23,3.3,,,5
,гранат\ родолит,Г12,6,овал,3,1.66,"6,65   5,65","4,2   3,7","3    2,7",60
,гранат\ родолит,Г120,6,круг,12,2.47,3.4,,,50
,гранат\ родолит,Г121,6,круг,16,3.55,3.5,,,50
,гранат\ родолит,Г122,6,круг,16,3.62,"3,5  3,6",,,50
,гранат\ родолит,Г123,6,круг,9,2.18,"3,6   3,7",,,50
,гранат\ родолит,Г124,6,круг,9,2.68,3.8,,,50
,гранат\ родолит,Г125,6,круг,8,2.48,"3,9   4",,,50
,гранат\ родолит,Г126,6,круг,4,1.64,"4,2   4,3",,,50
,гранат\ спесартин,Г127,3,круг,25,3.72,3.0,,,50
,гранат\ родолит,Г13,6,капля,3,1.69,"6,5   5,8","4,5   4","3,2   3",70
,гранат\ родолит,Г132,2,ашер,2,0.74,4.0,3.9,2.5,30
,гранат\ родолит,Г134,2,принцесса,2,1.13,4.4,4.4,2.6,60
,гранат\ родолит,Г135,2,багет,2,0.57,4.5,2.9,1.9,40
,гранат\ родолит,Г136,21,маркиз,2,0.72,6.6,3.2,2.3,50
,гранат\ родолит,Г137,,октагон,1,0.50,6.6,3.2,2.3,50
,гранат\ родолит,Г14,6,капля,3,1.02,"5,75   5,1","4,1   3,1","2,8   2,1",50
,гранат,Г144,мал,сердце,2,2.30,6.1,6.2,,100
,гранат,Г145,21,сердце,3,3.52,7.1,5.8,,50
,гранат,Г146,21,сердце,3,3.20,7.2,5.8,,50
,гранат,Г147,21,сердце,3,3.29,6.7,5.6,,50
,гранат,Г148,21,сердце,3,2.69,6.3,5.3,,50
,гранат,Г149,21,сердце,3,2.39,6.1,5.4,,50
,гранат\ родолит,Г15,2,октагон,3,1.94,7.1,3.6,2.5,50
,гранат,Г150,21,фантазийная,3,3.05,8.7,4.9,,50
,гранат,Г151,21,сердце,3,2.61,6.2,5.2,,50
,гранат,Г152,21,сердце,2,1.86,6.6,5.1,,50
,гранат,Г153,21,круг,9,9.69,6.0,3.2,,50
,гранат\ родолит,Г17,,трапеция,1,1.39,8.2,"5       3,6",3.6,60
,гранат\ родолит,Г18,,октагон,1,0.75,7.6,3.1,2.5,50
,гранат\ родолит,Г19,,трапеция,1,1.02,8.0,"4,2      2,8",3.3,50
,гранат\ родолит,Г2,6,фантазийная,3,2.12,"7,1   6,1","4,4   5","3,3   3,1",80
,гранат\ родолит,Г21,2,трапеция,1,0.86,7.0,"4,6   3,4",3.7,50
,гранат\ родолит,Г22,2,маркиз,2,0.77,7.2,3.4,2.2,60
,гранат\ родолит,Г23,6,круг,2,0.50,3.8,,,70
,гранат\ родолит,Г24,2,принцесса,2,0.41,3.2,3.2,2.2,25
,гранат\ родолит,Г3,,фантазийная,1,0.74,5.0,5.0,3.5,40
,гранат\ родолит,Г31,6,круг,36,3.42,2.5,,,10 за шт
,гранат\ родолит,Г34,6,круг,50,2.40,2.0,,,7 за 1 шт
,гранат\ родолит,Г36,6,круг,51,1.00,1.5,,,3 за 1 шт
,гранат\ родолит,Г4,6,фантазийная,1,0.95,6.7,5.7,3.8,80
,гранат\ спесартин,Г41,3,круг,16,5.36,4.0,,,50
,гранат\ родолит,Г43,21,капля,1,2.05,9.6,7.6,3.5,20
,гранат\ родолит,Г44,2,октагон,1,0.82,6.0,4.7,2.7,50
,гранат\ родолит,Г45,6,круг,2,0.99,"4,5   4,3",,,25
,гранат\ родолит,Г46,2,октагон,2,1.05,5.9,3.5,2.3,50
,гранат\ родолит,Г47,6,овал,2,1.27,5.9,4.0,3.0,70
,гранат\ родолит,Г48,2,капля,2,1.32,6.7,4.3,2.8,50
,гранат\ родолит,Г49,6,овал,3,1.12,"5,2   4,9","4   3,5","2,8   2",50
,гранат\ родолит,Г5,6,фантазийная,1,0.53,4.9,4.6,,50
,гранат\ родолит,Г50,2,маркиз,2,1.17,8.4,3.6,2.5,50
,гранат\ родолит,Г51,2,ашер,2,0.78,3.9,3.9,2.7,50
,гранат\ родолит,Г53,2,ашер,2,0.93,4.0,4.2,2.7,50
,гранат\ родолит,Г54,6,круг,2,0.70,"4   3,9",,,60
,гранат\ родолит,Г55,6,круг,2,0.87,"4,35   4,5",,,60
,гранат\ родолит,Г56,6,круг,2,0.67,4.0,,,50
,гранат\ родолит,Г58,6,круг,2,0.84,"4,25   4,35",,,50
,гранат\ родолит,Г59,6,капля,3,1.47,"6,3   5,5","4,5   3,6","3   2,5",60
,гранат\ родолит,Г6 ,6,фантазийная,1,0.37,4.2,,,60
,гранат\ родолит,Г60,6,овал,2,1.43,6.1,4.6,2.9,50
,гранат\ родолит,Г61,6,круг,2,0.86,4.3,,,50
,гранат\ родолит,Г62,21,капля,1,0.75,6.6,4.7,3.2,40
,гранат\ родолит,Г63,2,октагон,1,0.67,5.5,3.9,2.7,50
,гранат\ родолит,Г64,2,капля,1,0.41,5.7,4.1,2.4,50
,гранат\ родолит,Г65,21,капля,1,0.82,6.4,4.8,3.2,20
,гранат\ родолит,Г66,21,капля,1,0.61,6.1,4.1,2.7,40
,гранат\ родолит,Г67,,капля,1,0.69,6.4,4.6,2.9,30
,гранат\ родолит,Г68,6,овал,1,0.85,6.0,4.7,3.4,70
,гранат\ родолит,Г69,6,овал,1,0.50,5.0,4.0,2.8,50
,гранат\ родолит,Г70,2,октагон,1,0.70,5.5,4.1,2.8,35
,гранат\ родолит,Г71,2,октагон,1,0.43,4.7,3.7,2.2,35
,гранат\ родолит,Г72,2,октагон,1,0.40,4.7,3.6,2.1,40
,гранат\ родолит,Г73,21,маркиз,2,0.78,7.0,3.2,2.4,40
,гранат\ родолит,Г74,21,маркиз,2,0.35,5.2,2.3,1.7,30
,гранат\ родолит,Г75,2,маркиз,1,0.62,8.0,3.7,2.7,50
,гранат\ родолит,Г76,21,маркиз,1,0.70,7.4,3.9,2.8,40
,гранат\ родолит,Г77,2,треугольник,1,0.67,5.5,5.3,3.5,30
,гранат\ родолит,Г78,2,треугольник,1,0.46,4.9,4.9,3.2,30
,гранат\ родолит,Г79,2,принцесса,2,0.65,3.7,3.7,2.0,40
,гранат\ родолит,Г8 ,21,багет,1,0.47,4.2,3.7,3.0,30
,гранат\ родолит,Г80,21,принцесса,1,0.68,4.5,4.5,3.0,20
,гранат\ родолит,Г81,21,ашер,1,0.72,4.8,4.8,2.5,35
,гранат\ родолит,Г82,6,круг,3,1.27,"4,6   4",,,80
,гранат\ родолит,Г83,6,круг,2,1.07,4.8,,,50
,гранат\ родолит,Г84,6,круг,3,0.96,"4,7   4",,,50
,гранат\ родолит,Г85,6,круг,3,1.09,"4,3   3,8",,,70
,гранат\ родолит,Г86,6,круг,3,0.99,"4,6   3,9",,,70
,гранат\ родолит,Г87,6,круг,3,1.09,"4,5   3,8",,,70
,гранат\ родолит,Г88,6,круг,3,1.17,"5,2   3,6",,,70
,гранат\ родолит,Г89,6,круг,3,1.18,"4,4   4",,,70
,гранат\ родолит,Г9,6,овал,1,1.46,8.4,5.6,4.4,80
,гранат\ родолит,Г91,6,круг,3,0.76,"4   3,3",,,70
,гранат\ родолит,Г93,6,круг,3,0.94,3.8,,,40
,гранат\ родолит,Г94,6,круг,3,1.00,"3,9   4",,,60
,гранат\ родолит,Г95,6,круг,3,0.92,"4,2   3,8",,,70
,гранат\ родолит,Г96,6,круг,2,0.76,"4,25   4,15",,,50
,гранат\ родолит,Г97,6,круг,5,1.69,"3,8   3,9   4",,,80
,гранат\ родолит,Г98,6,круг,3,0.76,3.5,,,70
,агат,Д1,21,круг,25,1.42,2.4,,,2 за 1 шт
,изумруд,Е1,16,капля,2,1.15,7.0,5.0,,220
,изумруд,Е10,9,октагон,2,1.84,6.9,4.7,3.9,150
,изумруд,Е11,9,октагон,2,2.40,7.0,5.0,5.0,120
,изумруд,Е12,9,октагон,2,2.14,7.8,5.7,3.0,140
,изумруд,Е13,11,октагон,1,1.12,7.0,5.0,4.2,250
,изумруд,Е14,9,октагон,2,2.18,7.0,5.0,4.0,160
,,Е15,,,,,,,,180
,изумруд,Е16,16,капля,2,1.10,6.8,4.9,,280
,изумруд,Е17,16,капля,2,0.81,6.0,4.0,,240
,изумруд,Е18,16,капля,2,0.78,5.9,4.0,,230
,изумруд,Е19,12,капля,2,0.70,6.0,3.9,2.7,360
,изумруд,Е20,12,капля,2,0.78,6.0,4.0,2.3,280
,изумруд,Е21,12,капля,2,0.68,5.9,4.0,2.6,360
,изумруд,Е22,12,капля,1,0.64,7.2,5.0,3.1,360
,изумруд,Е23,12,капля,1,0.78,7.0,4.9,4.0,30
,изумруд,Е24,12,капля,1,0.58,6.7,4.8,3.5,280
,изумруд,Е25,16,капля,2,0.85,6.0,4.0,,250
,изумруд,Е26,12,капля,2,0.84,6.1,4.0,2.9,350
,изумруд,Е27,16,капля,2,0.82,5.8,4.0,,270
,изумруд,Е28,12,капля,2,0.79,6.1,4.0,2.5,380
,изумруд,Е3,9,октагон,2,1.16,6.6,4.5,2.5,180
,изумруд,Е30,12,капля,1,0.36,6.1,4.1,2.5,280
,изумруд,Е31,16,капля,2,0.66,5.8,4.0,,350
,изумруд,Е32,16,капля,2,0.76,6.0,3.9,,220
,изумруд,Е33,16,капля,2,0.79,5.9,3.9,,240
,изумруд,Е34,16,капля,2,0.65,5.9,4.0,,270
,изумруд,Е35,12,капля,2,0.88,8.0,4.0,3.1,180
,изумруд,Е36,16,капля,2,0.80,5.9,3.9,,180
,изумруд,Е37,16,капля,2,0.87,5.7,3.9,,220
,изумруд,Е38,12,капля,2,0.74,5.8,4.1,2.7,350
,изумруд,Е39,12,капля,2,0.85,5.8,4.0,2.9,200
,изумруд,Е4,9,октагон,2,1.76,7.0,4.9,3.3,140
,изумруд,Е40,12,капля,2,0.79,5.9,4.0,3.1,300
,изумруд,Е41,16,капля,2,0.72,5.9,3.9,,300
,изумруд,Е42,12,капля,2,0.67,6.0,3.7,2.5,400
,изумруд,Е43,16,капля,2,0.64,5.7,3.8,,280
,изумруд,Е44,16,капля,2,0.78,6.0,4.0,,260
,изумруд,Е45,16,капля,2,0.92,6.0,4.1,,220
,изумруд,Е46,16,капля,2,0.83,6.0,4.0,,260
,изумруд,Е47,16,капля,2,0.71,6.0,4.0,,230
,изумруд,Е48,16,капля,2,0.71,5.8,3.9,,270
,изумруд,Е49,16,капля,2,0.86,6.0,3.9,,250
,изумруд,Е5,9,октагон,2,1.78,6.8,4.7,3.4,120
,изумруд,Е50,15,капля,2,0.71,5.9,3.8,,250
,изумруд,Е51,12,капля,2,0.82,5.9,4.0,1.8,300
,изумруд,Е52,16,капля,2,0.53,5.7,3.7,,270
,изумруд,Е53,12,капля,2,0.75,6.2,4.0,2.5,300
,изумруд,Е54,16,капля,2,0.70,6.0,4.0,,270
,изумруд,Е55,16,капля,2,0.63,6.0,4.0,,330
,изумруд,Е56,12,капля,2,0.60,5.8,3.8,2.4,230
,изумруд,Е57,16,капля,2,0.80,5.9,4.0,,280
,изумруд,Е58,16,капля,2,0.66,5.9,4.0,,300
,изумруд,Е59,12,капля,2,0.65,6.1,3.9,2.5,280
,изумруд,Е6,9,октагон,2,1.63,6.8,4.7,3.3,200
,изумруд,Е60,16,капля,2,0.70,5.9,3.7,,280
,изумруд,Е61,10,маркиз,1,2.10,13.4,6.4,4.4,240
,изумруд,Е62,16,капля,2,0.78,5.8,4.0,,220
,,Е63,раб,капля,2,0.6,6\6,"3,7\3,7","2\2,3",100
,изумруд,Е64,12,капля,2,0.59,5.7,3.9,2.6,180
,изумруд,Е65,12,капля,2,0.61,5.9,3.9,2.6,300
,изумруд,Е66,16,капля,2,0.55,5.8,3.8,,270
,изумруд,Е67,16,капля,2,0.73,6.0,4.1,,230
,изумруд,Е68,12,капля,2,0.59,5.8,3.7,2.6,40
,изумруд,Е69,16,капля,2,0.69,5.9,3.8,,260
,изумруд,Е7,9,октагон,2,2.01,6.7,4.8,3.6,140
,изумруд,Е70,12,капля,1,0.33,5.9,3.9,2.4,260
,изумруд,Е71,12,капля,2,0.58,5.9,3.8,2.0,200
,изумруд,Е72,16,капля,2,0.86,6.0,4.0,,230
,изумруд,Е73,16,капля,2,0.89,5.8,3.9,,280
,изумруд,Е74,12,капля,2,0.63,5.7,3.9,2.1,300
,,Е75,,,,,,,,160
,изумруд,Е76,16,капля,2,0.81,6.1,4.0,,280
,изумруд,Е77,16,капля,2,0.73,5.9,3.9,,260
,изумруд,Е78,16,капля,2,0.58,6.1,3.8,,270
,изумруд,Е79,10,маркиз,1,1.26,11.0,5.5,3.0,70
,изумруд,Е8,9,октагон,2,1.94,7.2,5.0,3.0,180
,изумруд,Е80,18,октагон,1,1.15,6.8,4.8,4.5,150
,изумруд,Е81,11,октагон,1,1.17,7.5,5.3,3.6,200
,изумруд,Е82,9,октагон,1,1.72,7.8,5.7,4.9,180
,изумруд,Е83,9,октагон,1,0.92,7.2,5.8,3.2,200
,изумруд,Е84,9,октагон,1,1.01,7.0,5.0,3.5,180
,изумруд,Е85,16,капля,2,0.73,6.0,4.0,,180
,изумруд,Е86,16,капля,2,0.82,5.9,4.0,,280
,изумруд,Е87,16,капля,2,0.70,5.9,4.0,,220
,изумруд,Е88,4,октагон,1,1.18,7.8,5.6,3.6,50
,изумруд,Е89,4,ашер,1,1.04,6.4,6.5,3.6,100
,изумруд,Е9,9,октагон,2,1.86,7.0,4.9,3.3,120
,изумруд,Е90,12,капля,1,0.91,8.1,6.1,3.5,70
,изумруд,Е91,9,октагон,2,1.60,6.8,4.8,2.7,160
,изумруд,Е92,12,капля,1,0.38,6.4,4.1,2.7,250
,изумруд,Е93,14,октагон,1,1.75,8.6,6.8,3.9,80
,изумруд,Е94,18,октагон,1,0.72,5.8,4.6,3.5,140
,изумруд,Е95,9,ашер,1,0.48,4.5,4.5,3.5,40
,изумруд,Е96,16,капля,2,0.54,5.7,3.7,,280
